Project_Name,Project_URL,Project_Hash,Test_id,OD_Type,Polluter_or_Setter,Cleaner,Diff,Path
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestFactorySerialization::test_production_mode,victim,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int_per_segment,"205a206
>         model.factory.auto_id_type = 'int-per-segment'
",crom/ipflakies_result/f9e6895e/patch/test_model_patch_2bf9252e.patch
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestFactorySerialization::test_production_mode,victim,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int_per_type,"205a206
>         model.factory.auto_id_type = 'int-per-type'
",crom/ipflakies_result/f9e6895e/patch/test_model_patch_c587a7c4.patch
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestFactorySerialization::test_production_mode,victim,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_uuid,"205a206
>         model.factory.auto_id_type = 'uuid'
",crom/ipflakies_result/f9e6895e/patch/test_model_patch_83f8c3fb.patch
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestFactorySerialization::test_recursion,victim,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestFactorySerialization::test_collapse_json,"171a172
>         model.factory.auto_id_type = 'uuid'
",crom/ipflakies_result/3dea2497/patch/test_model_patch_4dd0b2ee.patch
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestFactorySerialization::test_recursion,victim,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int,"171a172
>         model.factory.auto_id_type = 'int'
",crom/ipflakies_result/3dea2497/patch/test_model_patch_acfa93ad.patch
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestFactorySerialization::test_recursion,victim,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int_per_segment,"171a172
>         model.factory.auto_id_type = 'int-per-segment'
",crom/ipflakies_result/3dea2497/patch/test_model_patch_2bf9252e.patch
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestFactorySerialization::test_recursion,victim,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int_per_type,"171a172
>         model.factory.auto_id_type = 'int-per-type'
",crom/ipflakies_result/3dea2497/patch/test_model_patch_c587a7c4.patch
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestFactorySerialization::test_recursion,victim,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_uuid,"171a172
>         model.factory.auto_id_type = 'uuid'
",crom/ipflakies_result/3dea2497/patch/test_model_patch_83f8c3fb.patch
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestFactorySerialization::test_string_list,victim,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestFactorySerialization::test_collapse_json,"155a156
>         model.factory.auto_id_type = 'uuid'
",crom/ipflakies_result/af033bf9/patch/test_model_patch_4dd0b2ee.patch
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestFactorySerialization::test_string_list,victim,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int,"155a156
>         model.factory.auto_id_type = 'int'
",crom/ipflakies_result/af033bf9/patch/test_model_patch_acfa93ad.patch
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestFactorySerialization::test_string_list,victim,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int_per_segment,"155a156
>         model.factory.auto_id_type = 'int-per-segment'
",crom/ipflakies_result/af033bf9/patch/test_model_patch_2bf9252e.patch
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestFactorySerialization::test_string_list,victim,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int_per_type,"155a156
>         model.factory.auto_id_type = 'int-per-type'
",crom/ipflakies_result/af033bf9/patch/test_model_patch_c587a7c4.patch
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestFactorySerialization::test_string_list,victim,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_uuid,"155a156
>         model.factory.auto_id_type = 'uuid'
",crom/ipflakies_result/af033bf9/patch/test_model_patch_83f8c3fb.patch
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestFactorySerialization::test_toJSON,victim,tests/test_multiple_instantiation.py::TestMIClasses::test_destruction,tests/test_model.py::TestFactorySerialization::test_collapse_json,"77a78
>         model.factory.context_uri = 'https://linked.art/ns/v1/linked-art.json'
",crom/ipflakies_result/494fd972/patch/test_model_patch_4dd0b2ee.patch
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestFactorySerialization::test_toJSON_fast,victim,tests/test_multiple_instantiation.py::TestMIClasses::test_destruction,tests/test_model.py::TestFactorySerialization::test_collapse_json,"85a86
>         model.factory.context_uri = 'https://linked.art/ns/v1/linked-art.json'
",crom/ipflakies_result/0e50c747/patch/test_model_patch_4dd0b2ee.patch
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestFactorySerialization::test_toString,victim,tests/test_multiple_instantiation.py::TestMIClasses::test_destruction,tests/test_model.py::TestFactorySerialization::test_collapse_json,"107a108
>         model.factory.context_uri = 'https://linked.art/ns/v1/linked-art.json'
",crom/ipflakies_result/210b628e/patch/test_model_patch_4dd0b2ee.patch
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestFactorySerialization::test_toString_fast,victim,tests/test_multiple_instantiation.py::TestMIClasses::test_destruction,tests/test_model.py::TestFactorySerialization::test_collapse_json,"113a114
>         model.factory.context_uri = 'https://linked.art/ns/v1/linked-art.json'
",crom/ipflakies_result/c391f63f/patch/test_model_patch_4dd0b2ee.patch
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestMagicMethods::test_not_multiple_instance,victim,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestFactorySerialization::test_collapse_json,"528a529
>         model.factory.auto_id_type = 'uuid'
",crom/ipflakies_result/ec8e2d7b/patch/test_model_patch_4dd0b2ee.patch
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestMagicMethods::test_not_multiple_instance,victim,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int,"528a529
>         model.factory.auto_id_type = 'int'
",crom/ipflakies_result/ec8e2d7b/patch/test_model_patch_acfa93ad.patch
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestMagicMethods::test_not_multiple_instance,victim,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int_per_segment,"528a529
>         model.factory.auto_id_type = 'int-per-segment'
",crom/ipflakies_result/ec8e2d7b/patch/test_model_patch_2bf9252e.patch
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestMagicMethods::test_not_multiple_instance,victim,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int_per_type,"528a529
>         model.factory.auto_id_type = 'int-per-type'
",crom/ipflakies_result/ec8e2d7b/patch/test_model_patch_c587a7c4.patch
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestMagicMethods::test_not_multiple_instance,victim,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_uuid,"528a529
>         model.factory.auto_id_type = 'uuid'
",crom/ipflakies_result/ec8e2d7b/patch/test_model_patch_83f8c3fb.patch
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestMagicMethods::test_validate_multiplicity,victim,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestFactorySerialization::test_collapse_json,"517a518
>         model.factory.auto_id_type = 'uuid'
",crom/ipflakies_result/611f0ecf/patch/test_model_patch_4dd0b2ee.patch
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestMagicMethods::test_validate_multiplicity,victim,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int,"517a518
>         model.factory.auto_id_type = 'int'
",crom/ipflakies_result/611f0ecf/patch/test_model_patch_acfa93ad.patch
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestMagicMethods::test_validate_multiplicity,victim,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int_per_segment,"517a518
>         model.factory.auto_id_type = 'int-per-segment'
",crom/ipflakies_result/611f0ecf/patch/test_model_patch_2bf9252e.patch
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestMagicMethods::test_validate_multiplicity,victim,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int_per_type,"517a518
>         model.factory.auto_id_type = 'int-per-type'
",crom/ipflakies_result/611f0ecf/patch/test_model_patch_c587a7c4.patch
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestMagicMethods::test_validate_multiplicity,victim,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_uuid,"517a518
>         model.factory.auto_id_type = 'uuid'
",crom/ipflakies_result/611f0ecf/patch/test_model_patch_83f8c3fb.patch
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestMagicMethods::test_validate_profile_off,victim,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestFactorySerialization::test_collapse_json,"491a492
>         model.factory.auto_id_type = 'uuid'
",crom/ipflakies_result/e97b3f2c/patch/test_model_patch_4dd0b2ee.patch
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestMagicMethods::test_validate_profile_off,victim,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int,"491a492
>         model.factory.auto_id_type = 'int'
",crom/ipflakies_result/e97b3f2c/patch/test_model_patch_acfa93ad.patch
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestMagicMethods::test_validate_profile_off,victim,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int_per_segment,"491a492
>         model.factory.auto_id_type = 'int-per-segment'
",crom/ipflakies_result/e97b3f2c/patch/test_model_patch_2bf9252e.patch
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestMagicMethods::test_validate_profile_off,victim,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int_per_type,"491a492
>         model.factory.auto_id_type = 'int-per-type'
",crom/ipflakies_result/e97b3f2c/patch/test_model_patch_c587a7c4.patch
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestMagicMethods::test_validate_profile_off,victim,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_uuid,"491a492
>         model.factory.auto_id_type = 'uuid'
",crom/ipflakies_result/e97b3f2c/patch/test_model_patch_83f8c3fb.patch
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestPropertyCache::test_cache_hierarchy,victim,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestFactorySerialization::test_collapse_json,"444a445
>         model.factory.auto_id_type = 'uuid'
",crom/ipflakies_result/81cfffea/patch/test_model_patch_4dd0b2ee.patch
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestPropertyCache::test_cache_hierarchy,victim,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int,"444a445
>         model.factory.auto_id_type = 'int'
",crom/ipflakies_result/81cfffea/patch/test_model_patch_acfa93ad.patch
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestPropertyCache::test_cache_hierarchy,victim,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int_per_segment,"444a445
>         model.factory.auto_id_type = 'int-per-segment'
",crom/ipflakies_result/81cfffea/patch/test_model_patch_2bf9252e.patch
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestPropertyCache::test_cache_hierarchy,victim,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int_per_type,"444a445
>         model.factory.auto_id_type = 'int-per-type'
",crom/ipflakies_result/81cfffea/patch/test_model_patch_c587a7c4.patch
crom,https://github.com/thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestPropertyCache::test_cache_hierarchy,victim,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_uuid,"444a445
>         model.factory.auto_id_type = 'uuid'
",crom/ipflakies_result/81cfffea/patch/test_model_patch_83f8c3fb.patch
dcard-spider,https://github.com/leVirve/dcard-spider,ac64cbcfe7ef6be7e554cef422b1a8a6bb968d46,tests/test_forums.py::TestForums::test_with_none_name_in_dcard_instance,victim,tests/test_forums.py::TestForums::test_with_name_param_through__call__,tests/test_api.py::test_valid_api_forums,"6a7
>         url = route.forums()
",dcard-spider/ipflakies_result/4b295e60/patch/test_forums_patch_45dacb08.patch
dcard-spider,https://github.com/leVirve/dcard-spider,ac64cbcfe7ef6be7e554cef422b1a8a6bb968d46,tests/test_forums.py::TestForums::test_with_none_name_in_dcard_instance,victim,tests/test_forums.py::TestForums::test_with_name_param_through__call__,tests/test_api.py::test_valid_api_forum,"6a7
>         url = route.posts_meta(forum='funny')
",dcard-spider/ipflakies_result/4b295e60/patch/test_forums_patch_518fdb27.patch
dcard-spider,https://github.com/leVirve/dcard-spider,ac64cbcfe7ef6be7e554cef422b1a8a6bb968d46,tests/test_forums.py::TestForums::test_with_none_name_in_dcard_instance,victim,tests/test_forums.py::TestForums::test_with_name_param_through__call__,tests/test_cli.py::TestCli::test_verbose_log,"6a7
>         argv = 'TEST -v'.split()
",dcard-spider/ipflakies_result/4b295e60/patch/test_forums_patch_681f7030.patch
dcard-spider,https://github.com/leVirve/dcard-spider,ac64cbcfe7ef6be7e554cef422b1a8a6bb968d46,tests/test_posts.py::TestPosts::test_with_none_in_dcard_instance,victim,tests/test_posts.py::TestPosts::test_get_post_bundle,tests/test_forums.py::TestForums::test_with_none_name_in_dcard_instance,"10a11
>         f = dcard.forums
",dcard-spider/ipflakies_result/61d11806/patch/test_posts_patch_38aab832.patch
devtracker,https://github.com/ConSou/devtracker,ea892d6d48aa5d4627b429469b59ae3f0ce7f10f,devtracker/test_devtracker.py::test_current_status,brittle,devtracker/test_devtracker.py::test_full_report,,"96a97,108
>     next_line = ['1999-01-01', '00:00:00', '1999-01-01', '00:00:00', '00:00:00']
>     following_line = ['1999-01-02', '00:00:01', '1999-01-02', '00:00:02', '00:00:01']
>     with open(path, 'r', newline='') as myFile:
>         reader = list(csv.reader(myFile))
>         reader.pop()
>         reader.pop()
>         with open(path, 'w', newline='') as myfile:
>             wr = csv.writer(myfile, delimiter=',', quotechar='""', quoting=csv.QUOTE_ALL)
>             for i in reader:
>                 wr.writerow(i)
>             wr.writerow(next_line)
>             wr.writerow(following_line)
",devtracker/ipflakies_result/e74337d2/patch/test_devtracker_patch_d319336d.patch
easy_python_requirements,https://github.com/tjdevries/easy_python_requirements,2bf905f34065637cbc781d17d8e5806892fb66d5,test/test_mock_functions.py::test_mock_class_update,brittle,test/test_mock_functions.py::test_mock_module_with_two_updates,,"170a171,183
>         files_to_check = ['mock_functions/test_module_stuff.py']
>         for f in files_to_check:
>             update_file(f)
>         for f in files_to_check:
>             index = 0
>             with open(f, 'r') as reader:
>                 for line in reader.readlines():
>                     if (index == 27):
>                         print(line)
>                         json_info = read_json_info(line)
>                         assert (json_info['test_id'] == 6)
>                     index += 1
>     with FileCleaner('./mock_functions/test_module_stuff.py'):
",easy_python_requirements/ipflakies_result/5adc364e/patch/test_mock_functions_patch_3169bcfa.patch
ecs-crd-cli,https://github.com/AdventielFr/ecs-crd-cli.git,7b296c64086a204d3540da272e3d8dd74721c6c4,tests/test_prepareDeploymentServiceDefinitionStep.py::test_process_application_autoscaling_scalable_target_max_capacity_invalid,brittle,tests/test_prepareDeploymentServiceDefinitionStep.py::test_process_application_autoscaling_scalable_target_min_capacity_valid,,"319a320
>     step.infos.scale_infos = ScaleInfos()
",ecs-crd-cli/ipflakies_result/ad0eb6a8/patch/test_prepareDeploymentServiceDefinitionStep_patch_104644c2.patch
envyaml,https://github.com/thesimj/envyaml,79a220cabb69d71397310d941de205610cf5e4cb,tests/test_envyaml.py::test_it_should_not_fail_when_try_load_non_exist_default_file,brittle,tests/test_envyaml.py::test_it_should_read_config_from_env_variable,,"184a185,186
>     os.environ['ENV_YAML_FILE'] = 'tests/env.test.yaml'
>     os.environ['ENV_FILE'] = 'tests/test.env'
",envyaml/ipflakies_result/942b1c79/patch/test_envyaml_patch_9ba6dc02.patch
eppy,https://github.com/santoshphilip/eppy,98e58583dce6c0fcec9c7b1ff1142bae0a67ddc7,eppy/tests/test_modeleditor.py::test_idd_index,brittle,eppy/tests/test_IDF.py::TestIDF::test_removeidfobject,,"603a604,607
>     idftxt = ''
>     idfhandle = StringIO(idftxt)
>     idf = IDF(idfhandle)
>     key = 'BUILDING'
",eppy/ipflakies_result/00aaf9d4/patch/test_modeleditor_patch_a6016d42.patch
epsagon-python,https://github.com/epsagon/epsagon-python,b985d8412848f9a0c98e2f15ae0967a6dba3517f,tests/wrappers/test_python_function.py::test_python_wrapper_python_runner_factory_failed,victim,tests/test_epsagon_init.py::test_epsagon_disable_epsagon_and_disable_patch,tests/test_epsagon_init.py::test_epsagon_wrapper_env_init,"52a53
>     reload(epsagon)
",epsagon-python/ipflakies_result/ffd12aba/patch/test_python_function_patch_2a8507ab.patch
epsagon-python,https://github.com/epsagon/epsagon-python,b985d8412848f9a0c98e2f15ae0967a6dba3517f,tests/wrappers/test_python_function.py::test_python_wrapper_python_runner_factory_failed,victim,tests/test_epsagon_init.py::test_epsagon_disable_epsagon_and_disable_patch,tests/test_epsagon_init.py::test_epsagon_wrapper_env_endpoints,"52a53
>     reload(epsagon)
",epsagon-python/ipflakies_result/ffd12aba/patch/test_python_function_patch_0f49652b.patch
feature_engine,https://github.com/solegalli/feature_engine,ba4d7050b3923d620c1773b66cd4c51ed24498dd,tests/test_missing_data_imputer.py::test_ArbitraryNumberImputer,victim,tests/test_missing_data_imputer.py::test_CategoricalVariableImputer,tests/test_dataframe_checks.py::test_is_dataframe,"144a145,146
>     with pytest.raises(TypeError):
>         assert _is_dataframe([1, 2, 4])
",feature_engine/ipflakies_result/58b7766c/patch/test_missing_data_imputer_patch_4aca7501.patch
feature_engine,https://github.com/solegalli/feature_engine,ba4d7050b3923d620c1773b66cd4c51ed24498dd,tests/test_missing_data_imputer.py::test_ArbitraryNumberImputer,victim,tests/test_missing_data_imputer.py::test_CategoricalVariableImputer,tests/test_discretisers.py::test_UserInputDiscretise,"144a145
>     boston_dataset = load_boston()
",feature_engine/ipflakies_result/58b7766c/patch/test_missing_data_imputer_patch_837290cf.patch
feature_engine,https://github.com/solegalli/feature_engine,ba4d7050b3923d620c1773b66cd4c51ed24498dd,tests/test_missing_data_imputer.py::test_ArbitraryNumberImputer,victim,tests/test_missing_data_imputer.py::test_CategoricalVariableImputer,tests/test_mathematical_combination.py::test_MathematicalCombinator_error_when_selected__variable_not_numeric,"144a145
>     transformer = MathematicalCombinator(variables=['Name', 'Age', 'Marks'])
",feature_engine/ipflakies_result/58b7766c/patch/test_missing_data_imputer_patch_cc230da6.patch
feature_engine,https://github.com/solegalli/feature_engine,ba4d7050b3923d620c1773b66cd4c51ed24498dd,tests/test_missing_data_imputer.py::test_ArbitraryNumberImputer,victim,tests/test_missing_data_imputer.py::test_CategoricalVariableImputer,tests/test_mathematical_combination.py::test_MathematicalCombinator_Serror_when_selected__variable_not_in_df,"144a145
>     transformer = MathematicalCombinator(variables=['FeatOutsideDataset', 'Age'])
",feature_engine/ipflakies_result/58b7766c/patch/test_missing_data_imputer_patch_f3e4ab31.patch
feature_engine,https://github.com/solegalli/feature_engine,ba4d7050b3923d620c1773b66cd4c51ed24498dd,tests/test_missing_data_imputer.py::test_ArbitraryNumberImputer,victim,tests/test_missing_data_imputer.py::test_CategoricalVariableImputer,tests/test_mathematical_combination.py::test_MathematicalCombinator_error_when_variable_names_and_operations_LengthNotEqual,"144a145,146
>     with pytest.raises(KeyError):
>         transformer = MathematicalCombinator(math_operations=['sum', 'mean'], new_variables_names=['sum_of_two_vars'])
",feature_engine/ipflakies_result/58b7766c/patch/test_missing_data_imputer_patch_9b42c0b2.patch
feature_engine,https://github.com/solegalli/feature_engine,ba4d7050b3923d620c1773b66cd4c51ed24498dd,tests/test_missing_data_imputer.py::test_ArbitraryNumberImputer,victim,tests/test_missing_data_imputer.py::test_CategoricalVariableImputer,tests/test_missing_data_imputer.py::test_RandomSampleImputer,"144a145
>     ref = {'Name': ['tom', 'nick', 'krish', 'peter', 'peter', 'sam', 'fred', 'sam'], 'City': ['London', 'Manchester', 'London', 'Manchester', 'London', 'London', 'Bristol', 'Manchester'], 'Studies': ['Bachelor', 'Bachelor', 'PhD', 'Masters', 'Bachelor', 'PhD', 'None', 'Masters'], 'Age': [20, 21, 19, 23, 23, 40, 41, 37], 'Marks': [0.9, 0.8, 0.7, 0.3, 0.3, 0.6, 0.8, 0.6], 'dob': pd.date_range('2020-02-24', periods=8, freq='T')}
",feature_engine/ipflakies_result/58b7766c/patch/test_missing_data_imputer_patch_1f914fdb.patch
feature_engine,https://github.com/solegalli/feature_engine,ba4d7050b3923d620c1773b66cd4c51ed24498dd,tests/test_missing_data_imputer.py::test_CategoricalVariableImputer,victim,tests/test_missing_data_imputer.py::test_RandomSampleImputer,tests/test_dataframe_checks.py::test_is_dataframe,"207a208,209
>     with pytest.raises(TypeError):
>         assert _is_dataframe([1, 2, 4])
",feature_engine/ipflakies_result/f348c9db/patch/test_missing_data_imputer_patch_4aca7501.patch
feature_engine,https://github.com/solegalli/feature_engine,ba4d7050b3923d620c1773b66cd4c51ed24498dd,tests/test_missing_data_imputer.py::test_CategoricalVariableImputer,victim,tests/test_missing_data_imputer.py::test_RandomSampleImputer,tests/test_discretisers.py::test_UserInputDiscretise,"207a208
>     boston_dataset = load_boston()
",feature_engine/ipflakies_result/f348c9db/patch/test_missing_data_imputer_patch_837290cf.patch
feature_engine,https://github.com/solegalli/feature_engine,ba4d7050b3923d620c1773b66cd4c51ed24498dd,tests/test_missing_data_imputer.py::test_CategoricalVariableImputer,victim,tests/test_missing_data_imputer.py::test_RandomSampleImputer,tests/test_mathematical_combination.py::test_MathematicalCombinator_error_when_selected__variable_not_numeric,"207a208
>     transformer = MathematicalCombinator(variables=['Name', 'Age', 'Marks'])
",feature_engine/ipflakies_result/f348c9db/patch/test_missing_data_imputer_patch_cc230da6.patch
feature_engine,https://github.com/solegalli/feature_engine,ba4d7050b3923d620c1773b66cd4c51ed24498dd,tests/test_missing_data_imputer.py::test_CategoricalVariableImputer,victim,tests/test_missing_data_imputer.py::test_RandomSampleImputer,tests/test_mathematical_combination.py::test_MathematicalCombinator_Serror_when_selected__variable_not_in_df,"207a208
>     transformer = MathematicalCombinator(variables=['FeatOutsideDataset', 'Age'])
",feature_engine/ipflakies_result/f348c9db/patch/test_missing_data_imputer_patch_f3e4ab31.patch
feature_engine,https://github.com/solegalli/feature_engine,ba4d7050b3923d620c1773b66cd4c51ed24498dd,tests/test_missing_data_imputer.py::test_CategoricalVariableImputer,victim,tests/test_missing_data_imputer.py::test_RandomSampleImputer,tests/test_mathematical_combination.py::test_MathematicalCombinator_error_when_variable_names_and_operations_LengthNotEqual,"207a208,209
>     with pytest.raises(KeyError):
>         transformer = MathematicalCombinator(math_operations=['sum', 'mean'], new_variables_names=['sum_of_two_vars'])
",feature_engine/ipflakies_result/f348c9db/patch/test_missing_data_imputer_patch_9b42c0b2.patch
feature_engine,https://github.com/solegalli/feature_engine,ba4d7050b3923d620c1773b66cd4c51ed24498dd,tests/test_missing_data_imputer.py::test_CategoricalVariableImputer,victim,tests/test_missing_data_imputer.py::test_RandomSampleImputer,tests/test_variable_manipulation.py::test_define_variables,"207a208
>     vars_str = 'var1'
",feature_engine/ipflakies_result/f348c9db/patch/test_missing_data_imputer_patch_48416cbe.patch
feature_engine,https://github.com/solegalli/feature_engine,ba4d7050b3923d620c1773b66cd4c51ed24498dd,tests/test_missing_data_imputer.py::test_EndTailImputer,victim,tests/test_missing_data_imputer.py::test_CategoricalVariableImputer,tests/test_dataframe_checks.py::test_is_dataframe,"80a81,82
>     with pytest.raises(TypeError):
>         assert _is_dataframe([1, 2, 4])
",feature_engine/ipflakies_result/dc018867/patch/test_missing_data_imputer_patch_4aca7501.patch
feature_engine,https://github.com/solegalli/feature_engine,ba4d7050b3923d620c1773b66cd4c51ed24498dd,tests/test_missing_data_imputer.py::test_EndTailImputer,victim,tests/test_missing_data_imputer.py::test_CategoricalVariableImputer,tests/test_discretisers.py::test_UserInputDiscretise,"80a81
>     boston_dataset = load_boston()
",feature_engine/ipflakies_result/dc018867/patch/test_missing_data_imputer_patch_837290cf.patch
