project,sha,polluter_fullpath,cleaner_fullpath,victim_fullpath,md5,pv_result,pcv_result,can_copy_work,1st_patch_time,minimal_patch_time
Flask-JWT-Router,0fb1e256c81409be6f08d8be12f07e5f58b4f914,tests/test_routing.py::TestRouting::test_jwt_route[jwt_router_client0-None-200],tests/test_routing.py::TestRouting::test_jwt_route[jwt_router_client1-None-401],tests/test_routing.py::TestRouting::test_jwt_route[jwt_router_client3-None-401],a6c68fd8549266ef46fb747c7966d42f,passed,passed,,,,
Flask-JWT-Router,0fb1e256c81409be6f08d8be12f07e5f58b4f914,tests/test_routing.py::TestRouting::test_jwt_route[jwt_router_client0-None-200],tests/test_routing.py::TestRouting::test_jwt_route[jwt_router_client2-None-401],tests/test_routing.py::TestRouting::test_jwt_route[jwt_router_client3-None-401],594fad5540da6332560ff4b28c165d05,passed,passed,,,,
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_no_ident,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestFactorySerialization::test_collapse_json,c6d47e7d22578ecc2f5f4ac3c05e149e,passed,passed,,,,,
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_no_ident,tests/test_model.py::TestAutoIdentifiers::test_int,tests/test_model.py::TestFactorySerialization::test_collapse_json,b8d48917a8c8b7a1b227f352af16faa2,passed,passed,,,,,
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int,tests/test_model.py::TestBaseResource::test_allows_multiple,5c287254b4b1b795103b688dbd1c37bc,failed,passed,True,0.7054371014237404,1.429678812623024,"393a394
>         model.factory.auto_id_type = 'int'
",passed,"
model.factory.auto_id_type = 'int'
"
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int_per_segment,tests/test_model.py::TestBaseResource::test_allows_multiple,2b69777f2b59b075c255217218925ac9,failed,passed,True,0.665360301733017,1.8439077511429787,"393a394
>         model.factory.auto_id_type = 'int-per-segment'
",passed,"
model.factory.auto_id_type = 'int-per-segment'
"
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestFactorySerialization::test_broken_unicode,tests/test_model.py::TestFactorySetup::test_base_dir,tests/test_model.py::TestBaseResource::test_check_reference,42886c33d41b943056171537d45e8f42,failed,passed,False,,,,
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestFactorySerialization::test_broken_unicode,tests/test_model.py::TestFactorySetup::test_base_url,tests/test_model.py::TestBaseResource::test_check_reference,2ca8df8743de968a3bf886c613dd1423,failed,passed,False,,,,
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int,tests/test_model.py::TestBaseResource::test_init_params,83c9f70ee3f4b5506fc9580f225a2f61,failed,passed,True,0.66329225897789,1.3788064047694206,"421a422
>         model.factory.auto_id_type = 'int'
",passed,"
model.factory.auto_id_type = 'int'
"
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int_per_segment,tests/test_model.py::TestBaseResource::test_init_params,30e05a80e1a1be586d778863e2af9451,failed,passed,True,0.6677031964063644,1.849676474928856,"421a422
>         model.factory.auto_id_type = 'int-per-segment'
",passed,"
model.factory.auto_id_type = 'int-per-segment'
"
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int,tests/test_model.py::TestBaseResource::test_list_my_props,0129331223b353e2707c1fddcfc02747,failed,passed,True,0.6709302440285683,1.393665961921215,"385a386
>         model.factory.auto_id_type = 'int'
",passed,"
model.factory.auto_id_type = 'int'
"
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int_per_segment,tests/test_model.py::TestBaseResource::test_list_my_props,0e09d5b70d26cf4c05518561c13037f7,failed,passed,True,1.6875558272004128,2.868051879107952,"385a386
>         model.factory.auto_id_type = 'int-per-segment'
",passed,"
model.factory.auto_id_type = 'int-per-segment'
"
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int,tests/test_model.py::TestBaseResource::test_multiplicity,99d39d5ac03c941134e975368484a096,failed,passed,True,0.6653686761856079,1.3836564496159554,"409a410
>         model.factory.auto_id_type = 'int'
",passed,"
model.factory.auto_id_type = 'int'
"
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int_per_segment,tests/test_model.py::TestBaseResource::test_multiplicity,36652358b387bb0fc2d1f541e9ed8415,failed,passed,True,0.6686169654130936,1.8518835678696632,"409a410
>         model.factory.auto_id_type = 'int-per-segment'
",passed,"
model.factory.auto_id_type = 'int-per-segment'
"
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int,tests/test_model.py::TestFactorySerialization::test_breadth,a1412f2971d89765ed34c8c011e79c27,failed,passed,True,0.6832852214574814,1.4228700324892998,"135a136
>         model.factory.auto_id_type = 'int'
",passed,"
model.factory.auto_id_type = 'int'
"
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int_per_segment,tests/test_model.py::TestFactorySerialization::test_breadth,13d90c033fa272ac3343f7cd315705a0,failed,passed,True,0.6671947091817856,1.8506947308778763,"135a136
>         model.factory.auto_id_type = 'int-per-segment'
",passed,"
model.factory.auto_id_type = 'int-per-segment'
"
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_no_ident,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestFactorySerialization::test_collapse_json,c6d47e7d22578ecc2f5f4ac3c05e149e,passed,passed,,,,,
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_no_ident,tests/test_model.py::TestAutoIdentifiers::test_int,tests/test_model.py::TestFactorySerialization::test_collapse_json,b8d48917a8c8b7a1b227f352af16faa2,passed,passed,,,,,
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_no_ident,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestFactorySerialization::test_collapse_json,c6d47e7d22578ecc2f5f4ac3c05e149e,passed,passed,,,,,
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_no_ident,tests/test_model.py::TestAutoIdentifiers::test_int,tests/test_model.py::TestFactorySerialization::test_collapse_json,b8d48917a8c8b7a1b227f352af16faa2,passed,passed,,,,,
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int,tests/test_model.py::TestFactorySerialization::test_ordering,e4b5c4a563b98f45da5c1d44234e725a,failed,passed,True,0.6688445955514908,1.3880800902843475,"219a220
>         model.factory.auto_id_type = 'int'
",passed,"
model.factory.auto_id_type = 'int'
"
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int_per_segment,tests/test_model.py::TestFactorySerialization::test_ordering,8205275c26588557d7184d4fa83057e6,failed,passed,True,0.6735082939267159,1.8620757311582565,"219a220
>         model.factory.auto_id_type = 'int-per-segment'
",passed,"
model.factory.auto_id_type = 'int-per-segment'
"
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int,tests/test_model.py::TestFactorySerialization::test_pipe_scoped,269dd9b4dbde44f6ddf1fab85b144ecb,failed,passed,True,0.676735632121563,1.4002695977687836,"178a179
>         model.factory.auto_id_type = 'int'
",passed,"
model.factory.auto_id_type = 'int'
"
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int_per_segment,tests/test_model.py::TestFactorySerialization::test_pipe_scoped,26aa3af08bdfd2e6d2b2ae977add79b9,failed,passed,True,0.6667381376028061,1.8428422585129738,"178a179
>         model.factory.auto_id_type = 'int-per-segment'
",passed,"
model.factory.auto_id_type = 'int-per-segment'
"
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int,tests/test_model.py::TestFactorySerialization::test_production_mode,63db02161885d2ce27da1c65023ebf24,failed,passed,True,0.6679148897528648,1.3877906575798988,"205a206
>         model.factory.auto_id_type = 'int'
",passed,"
model.factory.auto_id_type = 'int'
"
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int_per_segment,tests/test_model.py::TestFactorySerialization::test_production_mode,0685c4464b800f3c181e6e1e1c5bac5c,failed,passed,True,0.6702456846833229,2.5828163772821426,"205a206
>         model.factory.auto_id_type = 'int-per-segment'
",passed,"
model.factory.auto_id_type = 'int-per-segment'
"
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int,tests/test_model.py::TestFactorySerialization::test_recursion,6af4973e7acc8748a01b12d5e2e6121c,failed,passed,True,0.6661086976528168,1.383874922990799,"171a172
>         model.factory.auto_id_type = 'int'
",passed,"
model.factory.auto_id_type = 'int'
"
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int_per_segment,tests/test_model.py::TestFactorySerialization::test_recursion,e4c06c03b51faefcaced154c55e6d3d6,failed,passed,True,0.6710521206259727,1.8714923188090324,"171a172
>         model.factory.auto_id_type = 'int-per-segment'
",passed,"
model.factory.auto_id_type = 'int-per-segment'
"
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int,tests/test_model.py::TestFactorySerialization::test_string_list,703e3928470d644c3d40dbccbb11fc0e,failed,passed,True,0.686147540807724,1.4267425909638405,"155a156
>         model.factory.auto_id_type = 'int'
",passed,"
model.factory.auto_id_type = 'int'
"
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int_per_segment,tests/test_model.py::TestFactorySerialization::test_string_list,0da1f09772ed8d01b98753b8c8c40bec,failed,passed,True,0.6680487096309662,1.8502134382724762,"155a156
>         model.factory.auto_id_type = 'int-per-segment'
",passed,"
model.factory.auto_id_type = 'int-per-segment'
"
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int,tests/test_model.py::TestMagicMethods::test_not_multiple_instance,0a6bf423d3483e35865630406c206650,failed,passed,True,0.6732450425624847,1.3972580879926682,"528a529
>         model.factory.auto_id_type = 'int'
",passed,"
model.factory.auto_id_type = 'int'
"
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int_per_segment,tests/test_model.py::TestMagicMethods::test_not_multiple_instance,e21ef0e2e42b7f3079f489fa2c87e5a6,failed,passed,True,0.670774981379509,1.858125776052475,"528a529
>         model.factory.auto_id_type = 'int-per-segment'
",passed,"
model.factory.auto_id_type = 'int-per-segment'
"
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int,tests/test_model.py::TestMagicMethods::test_validate_multiplicity,b657cb4ca565a152c781f14111fe070f,failed,passed,True,0.676546074450016,1.3942939341068268,"517a518
>         model.factory.auto_id_type = 'int'
",passed,"
model.factory.auto_id_type = 'int'
"
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int_per_segment,tests/test_model.py::TestMagicMethods::test_validate_multiplicity,39d47af16457259a4a35020744e33349,failed,passed,True,0.6691232770681381,1.8560451492667198,"517a518
>         model.factory.auto_id_type = 'int-per-segment'
",passed,"
model.factory.auto_id_type = 'int-per-segment'
"
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int,tests/test_model.py::TestMagicMethods::test_validate_profile_off,e15039da033742b1d8314241da72134d,failed,passed,True,0.6681749299168587,1.3868583589792252,"491a492
>         model.factory.auto_id_type = 'int'
",passed,"
model.factory.auto_id_type = 'int'
"
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int_per_segment,tests/test_model.py::TestMagicMethods::test_validate_profile_off,f3784b9f370cae79d00bc1dc4dd0ef5d,failed,passed,True,0.6669098138809204,1.8490258529782295,"491a492
>         model.factory.auto_id_type = 'int-per-segment'
",passed,"
model.factory.auto_id_type = 'int-per-segment'
"
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int,tests/test_model.py::TestPropertyCache::test_cache_hierarchy,7e217c30d987999f0b6164af0b9d66f1,failed,passed,False,,,,
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int_per_segment,tests/test_model.py::TestPropertyCache::test_cache_hierarchy,ef58ae7718616a3acbd23aef3e903014,failed,passed,False,,,,
enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_delitem[1-0.0],tests/test_settings.py::test_delitem[0-0],tests/test_settings.py::test_get[1-0.0],3767e3e6ca711b303a4297a149bed5ac,failed,passed,False,,,,
enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_delitem[1-0.0],tests/test_settings.py::test_delitem[1-0],tests/test_settings.py::test_get[1-0.0],9147dbe24573192137c8a760c790d26a,failed,passed,False,,,,
enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_delitem[0-0.0],tests/test_settings.py::test_delitem[0-0],tests/test_settings.py::test_getattr[0-0.0],f3e625fc98f80b20e24c4b1d75fcec18,failed,passed,False,,,,
enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_delitem[0-0.0],tests/test_settings.py::test_delitem[1-0],tests/test_settings.py::test_getattr[0-0.0],ed7c7703d161776da18985c59db85781,failed,passed,False,,,,
enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_delitem[1-0.0],tests/test_settings.py::test_delitem[0-0],tests/test_settings.py::test_getattr[1-0.0],d094f58ed0e0be37ce1ba4f145c0f1c5,failed,passed,False,,,,
enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_delitem[1-0.0],tests/test_settings.py::test_delitem[1-0],tests/test_settings.py::test_getattr[1-0.0],b1f7a771d1e2b89e8845d1f777d8440b,failed,passed,False,,,,
enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_delitem[0-0.0],tests/test_settings.py::test_delitem[0-0],tests/test_settings.py::test_getitem[0-0.0],0081f1987fb39fc68156cb9386acb3ab,failed,passed,False,,,,
enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_delitem[0-0.0],tests/test_settings.py::test_delitem[1-0],tests/test_settings.py::test_getitem[0-0.0],18986c7c4f7d346045b3f0c782d7a90f,failed,passed,False,,,,
enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_delitem[0-1],tests/test_settings.py::test_delitem[0-0],tests/test_settings.py::test_getitem[0-1],52ea7221531778b0ec1a34329a2f9a06,failed,passed,False,,,,
enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_delitem[0-1],tests/test_settings.py::test_delitem[1-0],tests/test_settings.py::test_getitem[0-1],0b0d8278cebc3e7bcce7a47cdb801081,failed,passed,False,,,,
enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_delitem[2-0.0],tests/test_settings.py::test_delitem[0-0],tests/test_settings.py::test_getitem[2-0.0],4e12dc9a9867b0d24cdeb70246a1a6d0,failed,passed,False,,,,
enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_delitem[2-0.0],tests/test_settings.py::test_delitem[1-0],tests/test_settings.py::test_getitem[2-0.0],eca42cc78ceec612282446727e5419a0,failed,passed,False,,,,
fastapi-sqlalchemy,8ddf0edab22873365441757107ce21234bc09f8f,tests/test_session.py::test_init,tests/test_session.py::test_db_context_temporary_session_args,tests/test_session.py::test_inside_route_without_middleware_fails,2d37c2c7915a03fc892bf5bb34a517a9,failed,passed,False,,,,
fastapi-sqlalchemy,8ddf0edab22873365441757107ce21234bc09f8f,tests/test_session.py::test_init,tests/test_session.py::test_init_correct_optional_args,tests/test_session.py::test_inside_route_without_middleware_fails,1fa9b3a6e33a781bbfc0a5dd58ec8649,failed,passed,False,,,,
fastapi-sqlalchemy,8ddf0edab22873365441757107ce21234bc09f8f,tests/test_session.py::test_init,tests/test_session.py::test_db_context_temporary_session_args,tests/test_session.py::test_outside_of_route_without_middleware_fails,c316510c8b0767a5c916cb9e347d14e3,failed,passed,False,,,,
fastapi-sqlalchemy,8ddf0edab22873365441757107ce21234bc09f8f,tests/test_session.py::test_init,tests/test_session.py::test_init_correct_optional_args,tests/test_session.py::test_outside_of_route_without_middleware_fails,ecbbdecae8b4f35f750e2c2fb39b244f,failed,passed,False,,,,
feature_engine,ba4d7050b3923d620c1773b66cd4c51ed24498dd,tests/test_missing_data_imputer.py::test_CategoricalVariableImputer,tests/test_missing_data_imputer.py::test_RandomSampleImputer,tests/test_missing_data_imputer.py::test_ArbitraryNumberImputer,88867c5c6ab552912f902c85bfefc309,failed,passed,True,0.8638405874371529,4.510423056781292,"144a145
>     ref = {'Name': ['tom', 'nick', 'krish', 'peter', 'peter', 'sam', 'fred', 'sam'], 'City': ['London', 'Manchester', 'London', 'Manchester', 'London', 'London', 'Bristol', 'Manchester'], 'Studies': ['Bachelor', 'Bachelor', 'PhD', 'Masters', 'Bachelor', 'PhD', 'None', 'Masters'], 'Age': [20, 21, 19, 23, 23, 40, 41, 37], 'Marks': [0.9, 0.8, 0.7, 0.3, 0.3, 0.6, 0.8, 0.6], 'dob': pd.date_range('2020-02-24', periods=8, freq='T')}
",passed,"
ref = {'Name': ['tom', 'nick', 'krish', 'peter', 'peter', 'sam', 'fred', 'sam'], 'City': ['London', 'Manchester', 'London', 'Manchester', 'London', 'London', 'Bristol', 'Manchester'], 'Studies': ['Bachelor', 'Bachelor', 'PhD', 'Masters', 'Bachelor', 'PhD', 'None', 'Masters'], 'Age': [20, 21, 19, 23, 23, 40, 41, 37], 'Marks': [0.9, 0.8, 0.7, 0.3, 0.3, 0.6, 0.8, 0.6], 'dob': pd.date_range('2020-02-24', periods=8, freq='T')}
"
fissa,2077a8c8a029948dcf1d4c352f785700f42aff9f,fissa/tests/test_core.py::TestExperimentA::test_lowmemorymode,fissa/tests/test_core.py::TestExperimentA::test_manualhandler,fissa/tests/test_core.py::TestExperimentA::test_imagelistloaded_roizip,35b48ff7858c451ac4340b49b7729307,failed,passed,True,3.098517596721649,5.8629747331142426,"102a103,106
>         image_path = os.path.join(self.resources_dir, self.images_dir)
>         roi_path = os.path.join(self.resources_dir, self.roi_zip_path)
>         exp = core.Experiment(image_path, roi_path, self.output_dir, datahandler_custom=datahandler)
>         exp.separate()
",passed,"
image_path = os.path.join(self.resources_dir, self.images_dir)
roi_path = os.path.join(self.resources_dir, self.roi_zip_path)
exp = core.Experiment(image_path, roi_path, self.output_dir, datahandler_custom=datahandler)
exp.separate()
"
geom,d12b381706ee620cba1c6a6cb45ab7815e5a1dc9,test_geom.py::test_veccross,test_geom.py::test_circ_intersects,test_geom.py::test_epsilon,8338273e23551e7be56745cf318eef6f,failed,passed,True,0.9126257449388504,3.1706393510103226,"5a6
>     geom.set_tolerance((10 ** (- 6)))
",passed,"
geom.set_tolerance((10 ** (- 6)))
"
geom,d12b381706ee620cba1c6a6cb45ab7815e5a1dc9,test_geom.py::test_veccross,test_geom.py::test_circarea,test_geom.py::test_epsilon,d5c24de675b085a9e333945592a26339,failed,passed,True,0.9055140390992165,3.170370802283287,"5a6
>     geom.set_tolerance(1e-06)
",passed,"
geom.set_tolerance(1e-06)
"
kanren,bacc7eb5895c348e348c1b5291ddf188f88c5c88,tests/test_assoccomm.py::test_assoccomm_objects,tests/test_assoccomm.py::test_assoc_flatten,tests/test_assoccomm.py::test_eq_assoccomm,a89c360cf70875425fdedb53b006f3ad,passed,passed,,,,,
kanren,bacc7eb5895c348e348c1b5291ddf188f88c5c88,tests/test_assoccomm.py::test_assoccomm_objects,tests/test_assoccomm.py::test_assoccomm_algebra,tests/test_assoccomm.py::test_eq_assoccomm,b41637a6136f03d624b4637a75d0384b,passed,passed,,,,,
